invoice_id,source_file,line_seq,item_code,item_name_raw,unit_raw,qty,unit_price,discount_pct,tax_pct,line_total
b1057,main_2025_2026,2,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,1.0,150.0,0.0,0.0,150.0
b1058,main_2025_2026,1,114,كفته ابو هاشم 800,طبق,2.0,85.0,0.0,0.0,170.0
b1058,main_2025_2026,2,421,برجر ابو هاشم 1 ك,طبق,1.0,100.0,0.0,0.0,100.0
b1059,main_2025_2026,1,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,6.0,300.0,0.0,0.0,1800.0
b1059,main_2025_2026,2,421,برجر ابو هاشم 1 ك,طبق,8.0,105.0,0.0,0.0,840.0
b1059,main_2025_2026,3,2,كبده اسكندرانى 400,طبق,6.0,70.0,0.0,0.0,420.0
b1060,main_2025_2026,1,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,1.0,300.0,0.0,0.0,300.0
b1061,main_2025_2026,1,398,بانيه 900 جرام اسباشيل,كيس,10.0,55.0,0.0,0.0,550.0
b1061,main_2025_2026,2,257,سجق الهنا 5 كيلو,طبق,1.0,320.0,0.0,0.0,320.0
b1061,main_2025_2026,3,101,كفته الهنا 800 جرام,طبق,12.0,50.0,0.0,0.0,600.0
b1062,main_2025_2026,1,107,سجق 800 ابو هاشم,طبق,2.0,100.0,0.0,0.0,200.0
b1063,main_2025_2026,1,262,بانيه 900 جرام,طبق,10.0,55.0,0.0,0.0,550.0
b1064,main_2025_2026,1,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,5.0,150.0,0.0,0.0,750.0
b1065,main_2025_2026,1,114,كفته ابو هاشم 800,طبق,2.0,85.0,0.0,0.0,170.0
b1065,main_2025_2026,2,107,سجق 800 ابو هاشم,طبق,2.0,90.0,0.0,0.0,180.0
b1066,main_2025_2026,1,398,بانيه 900 جرام اسباشيل,كيس,10.0,55.0,0.0,0.0,550.0
b1067,main_2025_2026,1,14,تشكيله هندى امامى,كيلو,5.64,230.0,0.0,0.0,1297.2
b1068,main_2025_2026,1,107,سجق 800 ابو هاشم,طبق,2.0,90.0,0.0,0.0,180.0
b1069,main_2025_2026,1,346,بانيه 800 جرام,طبق,3.0,50.0,0.0,0.0,150.0
b1069,main_2025_2026,2,107,سجق 800 ابو هاشم,طبق,1.0,95.0,0.0,0.0,95.0
b1069,main_2025_2026,3,6,برجر 400 جم ابو هاشم,طبق,45.0,1.0,0.0,0.0,45.0
b1069,main_2025_2026,4,114,كفته ابو هاشم 800,طبق,2.0,90.0,0.0,0.0,180.0
b1070,main_2025_2026,1,398,بانيه 900 جرام اسباشيل,كيس,6.0,55.0,0.0,0.0,330.0
b1070,main_2025_2026,2,101,كفته الهنا 800 جرام,طبق,4.0,50.0,0.0,0.0,200.0
b1071,main_2025_2026,1,114,كفته ابو هاشم 800,طبق,2.0,85.0,0.0,0.0,170.0
b1071,main_2025_2026,2,107,سجق 800 ابو هاشم,طبق,1.0,90.0,0.0,0.0,90.0
b1071,main_2025_2026,3,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,1.0,150.0,0.0,0.0,150.0
b1072,main_2025_2026,1,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,1.0,300.0,0.0,0.0,300.0
b1072,main_2025_2026,2,114,كفته ابو هاشم 800,طبق,3.0,85.0,0.0,0.0,255.0
b1073,main_2025_2026,1,398,بانيه 900 جرام اسباشيل,كيس,3.0,55.0,0.0,0.0,165.0
b1074,main_2025_2026,1,1,مفروم صافى 400 جم,طبق,1.0,80.0,0.0,0.0,80.0
b1075,main_2025_2026,1,101,كفته الهنا 800 جرام,طبق,6.0,50.0,0.0,0.0,300.0
b1075,main_2025_2026,2,346,بانيه 800 جرام,طبق,12.0,50.0,0.0,0.0,600.0
b1076,main_2025_2026,1,397,بانيه 800 جرام اسباشيل,كيس,6.0,50.0,0.0,0.0,300.0
